id,xp,name,original_name,type
2558,1.685,Blop mort,Blop Mort,[object Object]
2559,2.214,Crinière de Troollaraj,Crinière de Troollaraj,[object Object]
2560,13.096,Épaulière de Troolligark,Épaulière de Troolligark,[object Object]
2561,13.096,Bracelet de Force de Trooll,Bracelet de Force de Trooll,[object Object]
2562,13.096,Slip de Troollaraj,Slip de Troollaraj,[object Object]
2563,0.075,Peau de Larve Jaune,Peau de Larve Jaune,[object Object]
2564,1.226,Sourcils de Tronknyde,Sourcils de Tronknyde,[object Object]
2565,1.064,Rondelle de Bois,Rondelle de Bois,[object Object]
2566,6.13,Tranche Magique de Krambwork,Tranche Magique de Krambwork,[object Object]
2571,0.176,Patte de Tofukaz,Patte de Tofukaz,[object Object]
2572,1.064,Estomac de Tofukaz,Estomac de Tofukaz,[object Object]
2574,0.582,Crinière de Scélérat Strubien,Crinière de Scélérat Strubien,[object Object]
2575,8.043,Scalp de Mulounoké,Scalp de Mulounoké,[object Object]
2576,0.667,Scalp de Milimulou,Scalp de Milimulou,[object Object]
2577,5.469,Scalp du Meulou,Scalp du Meulou,[object Object]
2578,1.349,Œil de Cocholou,il de Cocholou,[object Object]
2579,0.176,Œil de Tofu Noir,il de Tofu Noir,[object Object]
2581,7.867,Dents de Mulou,Dents de Mulou,[object Object]
2583,0.272,Œil de Raul Mops,il de Raul Mops,[object Object]
2584,0.565,Main de Boo,Main de Boo,[object Object]
2585,0.692,Cœur de Boue du Boo,Cur de Boue du Boo,[object Object]
2586,3.391,Aile de dragodinde rousse sauvage,Aile de Dragodinde Rousse Sauvage,[object Object]
2588,2.868,Aile de dragodinde,Aile de Dragodinde,[object Object]
2598,0.565,Queue de dragodinde sauvage,Queue de dragodinde sauvage,[object Object]
2599,0.48,Pic de dragodinde,Pic de Dragodinde,[object Object]
2602,1.094,Plume de Domoizelle,Plume de Domoizelle,[object Object]
2605,1.094,Plume de Dostrogo,Plume de Dostrogo,[object Object]
2607,1.094,Trukikol Mort,Trukikol Mort,[object Object]
2609,0.313,Carapace Verte,Carapace Verte,[object Object]
2611,0.313,Carapace Jaune,Carapace Jaune,[object Object]
2617,0.313,Tranche de Nodkoko,Tranche de Nodkoko,[object Object]
2618,0.304,Kokopaille,Kokopaille,[object Object]
2619,1.866,Lait de Tortue,Lait de Tortue,[object Object]
2620,1.103,Rhum de Qualité,Rhum de Qualité,[object Object]
2621,5.513,Barbe du Chouque,Barbe du Chouque,[object Object]
2622,1.103,Boulet de Canondorf,Boulet de Canondorf,[object Object]
2623,33.385,Bwak Squelettique,Bwak Squelettique,[object Object]
2624,0.313,Feuille de Tikoko,Feuille de Tikoko,[object Object]
2625,0.446,Poupée Vaudou Eth,Poupée Vaudou Eth,[object Object]
2626,0.446,Poupée Vaudou Jav,Poupée Vaudou Jav,[object Object]
2627,0.446,Poupée Vaudou Sarbak,Poupée Vaudou Sarbak,[object Object]
2628,0.446,Poupée Vaudou Ark,Poupée Vaudou Ark,[object Object]
2632,1.591,Glouto Rhum,Glouto Rhum,[object Object]
2642,1.073,Mâchoire de Rib,Mâchoire de Rib,[object Object]
2645,5.469,Groin de Dragon Cochon,Groin de Dragon Cochon,[object Object]
2646,1.804,Slip en cuir de Cochon de Lait,Slip en cuir de Cochon de Lait,[object Object]
2647,1.012,Oreille de Médibwork,Oreille de Médibwork,[object Object]
2648,0.254,Griffes de Kwak,Griffes de Kwak,[object Object]
2649,1.515,Ver de Terre,Ver de Terre,[object Object]
2650,1.515,Ver d'Eau,Ver d'Eau,[object Object]
2651,1.515,Ver de Feu,Ver de Feu,[object Object]
2652,1.515,Ver d'Air,Ver d'Air,[object Object]
2653,1.982,Arakne Majeure Morte,Arakne Majeure Morte,[object Object]
2654,18.104,Eau de Kwapa,Eau de Kwapa,[object Object]
2656,0.206,Os rongé de Gobichon,Os rongé de Gobichon,[object Object]
2659,0.075,Pétale de Tournesol Sauvage,Pétale de Tournesol Sauvage,[object Object]
2661,0.446,Feuille de Tournesol Sauvage,Feuille de Tournesol Sauvage,[object Object]
2662,0.398,Bave de Rose Démoniaque,Bave de Rose Démoniaque,[object Object]
2663,0.434,Engrais,Engrais,[object Object]
2664,1.744,Os de Crocodaille,Os de Crocodaille,[object Object]
2665,0.428,Herbe Folle,Herbe Folle,[object Object]
2669,0.998,Chauve-souris,Chauve-souris,[object Object]
2673,1.064,Œuf Pourri,uf Pourri,[object Object]
2674,0.206,Bonnet de Gobaliste,Bonnet de Gobaliste,[object Object]
2675,0.758,Plume de Tofu Maléfique,Plume de Tofu Maléfique,[object Object]
2676,0.542,Noeul Mort,Noeul Mort,[object Object]
2805,8.043,Testicules Magiques de Muloubard,Testicules Magiques de Muloubard,[object Object]
2806,32.731,Testicules Magiques du Meulou,Testicules Magiques du Meulou,[object Object]
2999,9.392,Peau de Minos,Peau de Minos,[object Object]
3000,2.344,Casque cassé de Bwork,Casque cassé de Bwork,[object Object]
3001,0.328,Épaulière de Bwork,Épaulière de Bwork,[object Object]
3002,1.012,Botte trouée de Mégabwork,Botte trouée de Mégabwork,[object Object]
3208,0.229,Slip de Bwork Archer,Slip de Bwork Archer,[object Object]
3209,6.13,Scalp de Bizarbwork,Scalp de Bizarbwork,[object Object]
6457,9.15,Kriptonite,Kriptonite,[object Object]
6458,11.1,Kobalite,Kobalite,[object Object]
6475,0.788,Casque Cassé du Chafer,Casque Cassé du Chafer,[object Object]
6476,0.404,Griffe de Robionicle,Griffe de Robionicle,[object Object]
6478,1.627,Makroute Déchiqueté,Makroute Déchiqueté,[object Object]
6479,1.627,Ours Déchiqueté,Ours Déchiqueté,[object Object]
6480,2.938,Osier Sombre,Osier Sombre,[object Object]
6488,11.552,Racine du Chêne Mou,Racine du Chêne Mou,[object Object]
6490,69.598,Ambre du Chêne Mou,Ambre du Chêne Mou,[object Object]
6649,0.025,Ballon bleu,Ballon bleu,[object Object]
6736,1.591,Bourgeon de Fourbasse,Bourgeon de Fourbasse,[object Object]
6738,3.779,Crâne de Chef Crocodaille,Crâne de Chef Crocodaille,[object Object]
6739,6.13,Peau de Roukouto,Peau de Roukouto,[object Object]
6740,6.13,Peau de Tivelo,Peau de Tivelo,[object Object]
6841,0.111,Œil de Pikdoa,il de Pikdoa,[object Object]
6842,0.095,Pétale de Rose Obscure,Pétale de Rose Obscure,[object Object]
6843,0.111,Gant de Sherpoa,Gant de Sherpoa,[object Object]
6844,0.111,Oreille de Douzdoa,Oreille de Douzdoa,[object Object]
6845,0.111,Casque de Martoa,Casque de Martoa,[object Object]
6854,0.075,Peau de larve bleue,Peau de Larve Bleue,[object Object]
6884,141.132,Clef de la Grotte du Bworker,Clef de la Grotte du Bworker,[object Object]
6885,2.625,Jeton du Bworker,Jeton du Bworker,[object Object]
6897,0.059,Plume de Piou Bleu,Plume de Piou Bleu,[object Object]
6898,0.059,Plume de Piou Violet,Plume de Piou Violet,[object Object]
6899,0.059,Plume de Piou Vert,Plume de Piou Vert,[object Object]
6900,0.062,Plume de Piou Rouge,Plume de Piou Rouge,[object Object]
6902,0.059,Plume de Piou Jaune,Plume de Piou Jaune,[object Object]
6903,0.06,Plume de Piou Rose,Plume de Piou Rose,[object Object]
7013,0.16,Bois de Bambou,Bois de Bambou,[object Object]
7014,0.26,Bois de Bambou Sacré,Bois de Bambou Sacré,[object Object]
7016,0.24,Bois de Bambou Sombre,Bois de Bambou Sombre,[object Object]
7017,3,Sarbacane en Bambou,Sarbacane en Bambou,[object Object]
7018,0.15,Riz,Riz,[object Object]
7023,7,Pierre d'Aigue-Marine,Pierre d'Aigue-Marine,[object Object]
7024,2.004,Pierre de Topaze,Pierre de Topaze,[object Object]
7025,4.58,Pierre d'Agathe,Pierre d'Agathe,[object Object]
7026,105.701,Aigue-Marine,Aigue-Marine,[object Object]
7027,30.768,Topaze,Topaze,[object Object]
7028,21.31,Agathe,Agathe,[object Object]
7030,1.012,Peau de Krambwork,Peau de Krambwork,[object Object]
7032,0.15,Silicate,Silicate,[object Object]
7033,0.25,Dolomite,Dolomite,[object Object]
7035,14.475,Pyrute,Pyrute,[object Object]
7036,14.4,Rutile,Rutile,[object Object]
7059,0.17,Graine de Pandouille,Graine de Pandouille,[object Object]
7222,17.266,Artefact Pandawushu Eau,Artefact Pandawushu Eau,[object Object]
7223,22.635,Artefact Pandawushu Vent,Artefact Pandawushu Vent,[object Object]
7224,17.975,Artefact Pandawushu Roc,Artefact Pandawushu Roc,[object Object]
7225,22.635,Artefact Pandawushu Feu,Artefact Pandawushu Feu,[object Object]
7259,3,Poterie cassée de Lolojiki,Poterie cassée de Lolojiki,[object Object]
7269,1.853,Pollen de Bulbiflore,Pollen de Bulbiflore,[object Object]
7270,1.853,Langue de Grenufar,Langue de Grenufar,[object Object]
7271,1.853,Épine de Bulbuisson,Épine de Bulbuisson,[object Object]
7272,1.853,Pistil de Floristile,Pistil de Floristile,[object Object]
7274,3,Katana de Kwamouraï,Katana de Kwamouraï,[object Object]
7275,3,Masque de Shinibaru,Masque de Shinibaru,[object Object]
7276,3,Baguette de Tétonuki,Baguette de Tétonuki,[object Object]
7277,3,Lunettes de Parashukouï,Lunettes de Parashukouï,[object Object]
7278,3,Poing rocheux d'Ishigro Pake,Poing rocheux d'Ishigro Pake,[object Object]
7290,1.853,Tige de Bambouto,Tige de Bambouto,[object Object]
7291,10.061,Nectar de l'Orient,Nectar de l'Orient,[object Object]
7292,3.722,Poils de Boumbardier,Poils de Boumbardier,[object Object]
7293,3.722,Poils de Founamboul,Poils de Founamboul,[object Object]
7294,3.722,Poils de Pétartifoux,Poils de Pétartifoux,[object Object]
7298,3.722,Peau de Rouquette,Peau de Rouquette,[object Object]
7299,3.722,Peau de Crachefoux,Peau de Crachefoux,[object Object]
7300,3.722,Tête de lance de Fangshu,Tête de lance de Fangshu,[object Object]
7301,3.722,Étoffe de Kurookin,Étoffe de Kurookin,[object Object]
7304,22.635,Étoffe de Firefoux,Étoffe de Firefoux,[object Object]
7305,17.975,Poils magiques de Tanuki,Poils magiques de Tanuki,[object Object]
7306,22.635,Pelage aérodynamique,Pelage aérodynamique,[object Object]
7308,3,Salopette Kwapa,Salopette Kwapa,[object Object]
7309,57.826,Clef du Dojo du vent,Clef du Dojo du vent,[object Object]
7310,47.114,Clef de la Vallée de la Dame des eaux,Clef de la Vallée de la Dame des eaux,[object Object]
7311,42.614,Clef de l'Atelier du Tanukouï San,Clef de l'Atelier du Tanukouï San,[object Object]
7312,57.826,Clef de la Fabrique de foux d'artifice,Clef de la Fabrique de foux d'artifice,[object Object]
7343,3.722,Bracelet de Ino-Naru,Bracelet de Ino-Naru,[object Object]
7379,5.932,Fleur d'Onabu-Geisha,Fleur d'Onabu-Geisha,[object Object]
7381,7.737,Kaokurimono,Kaokurimono,[object Object]
7383,45.37,Yokayu,Yokayu,[object Object]
7384,35.852,Étoffe de Samouraï fantôme,Étoffe de Samouraï fantôme,[object Object]
7385,38.684,Braises bleutées,Braises bleutées,[object Object]
7386,15,Testicules du Tanukouï San,Testicules du Tanukouï San,[object Object]
7393,29.659,Moustache du Shogun Tofugawa,Moustache du Shogun Tofugawa,[object Object]
7403,7.737,Œil de Madura,il de Madura,[object Object]
7404,5.932,Os de Jiangshi-Nobi,Os de Jiangshi-Nobi,[object Object]
7405,5.932,Plastron de Tambouraï,Plastron de Tambouraï,[object Object]
7406,5.932,Épaulière de Kabushido,Épaulière de Kabushido,[object Object]
7407,5.932,Croissant de Tsukinochi,Croissant de Tsukinochi,[object Object]
7408,7.737,Kapokaza,Kapokaza,[object Object]
7410,7.737,Lanterne usée,Lanterne usée,[object Object]
7411,7.737,Masque brisé,Masque brisé,[object Object]
7433,5,Rune Cri,Rune Cri,[object Object]
7434,5,Rune So,Rune So,[object Object]
7435,20,Rune Do,Rune Do,[object Object]
7436,0.2,Rune Pui,Rune Pui,[object Object]
7437,1.25,Rune Do Ren,Rune Do Ren,[object Object]
7438,130.05,Rune Po,Rune Po,[object Object]
7442,45,Rune Invo,Rune Invo,[object Object]
7443,0.1,Rune Pod,Rune Pod,[object Object]
7444,0.45,Rune Pa Pod,Rune Pa Pod,[object Object]
7445,1.35,Rune Ra Pod,Rune Ra Pod,[object Object]
7446,1.25,Rune Do Pi,Rune Do Pi,[object Object]
7447,0.2,Rune Per Pi,Rune Per Pi,[object Object]
7448,0.1,Rune Ini,Rune Ini,[object Object]
7449,0.45,Rune Pa Ini,Rune Pa Ini,[object Object]
7450,1.35,Rune Ra Ini,Rune Ra Ini,[object Object]
7451,0.45,Rune Prospe,Rune Prospe,[object Object]
7452,0.2,Rune Ré Feu,Rune Ré Feu,[object Object]
7453,0.2,Rune Ré Air,Rune Ré Air,[object Object]
7454,0.2,Rune Ré Eau,Rune Ré Eau,[object Object]
7455,0.2,Rune Ré Terre,Rune Ré Terre,[object Object]
7456,0.2,Rune Ré Neutre,Rune Ré Neutre,[object Object]
7457,1.8,Rune Ré Per Feu,Rune Ré Per Feu,[object Object]
7458,1.8,Rune Ré Per Air,Rune Ré Per Air,[object Object]
7459,1.8,Rune Ré Per Terre,Rune Ré Per Terre,[object Object]
7460,1.8,Rune Ré Per Neutre,Rune Ré Per Neutre,[object Object]
7508,1.98,Rune de Signature,Rune de Signature,[object Object]
7509,2.235,Première partie de la clef du labyrinthe du Dragon Cochon,Première partie de la clef du labyrinthe du Dragon Cochon,[object Object]
7510,6.53,Deuxième partie de la clef du labyrinthe du Dragon Cochon,Deuxième partie de la clef du labyrinthe du Dragon Cochon,[object Object]
7511,20.068,Clef du labyrinthe du Dragon Cochon,Clef du labyrinthe du Dragon Cochon,[object Object]
7557,13.044,Clef du Domaine Ancestral,Clef du Domaine Ancestral,[object Object]
7560,1.8,Rune Ré Per Eau,Rune Ré Per Eau,[object Object]
7652,1.65,Potion de Souvenir,Potion de Souvenir,[object Object]
7904,2.765,Fleur de Kaliptus,Fleur de Kaliptus,[object Object]
7905,0.565,Laine du Boufcoul,Laine du Boufcoul,[object Object]
7906,1.012,Corne du Boufcoul,Corne du Boufcoul,[object Object]
7908,16.039,Clef de la Caverne du Koulosse,Clef de la Caverne du Koulosse,[object Object]
7918,3.366,Clef du Donjon des Tofus,Clef du Donjon des Tofus,[object Object]
7924,27.782,Clef du Labyrinthe du Minotoror,Clef du Labyrinthe du Minotoror,[object Object]
7925,0.21,Bois de Kaliptus,Bois de Kaliptus,[object Object]
7926,25.272,Clef de la Bibliothèque du Maître Corbac,Clef de la Bibliothèque du Maître Corbac,[object Object]
7927,9.414,Clef des Pitons Rocheux des Craqueleurs,Clef des Pitons Rocheux des Craqueleurs,[object Object]
7951,0.05,Sac de Bois de Châtaignier,Bois de Châtaignier,[object Object]
8001,10.554,Bandelette du Guerrier Koalak,Bandelette du Guerrier Koalak,[object Object]
8002,0.711,Étoffe de Dok Alako,Étoffe de Dok Alako,[object Object]
8050,0.534,Peau de Koalak Immature,Peau de Koalak Immature,[object Object]
8052,2.177,Peau de Maître Koalak,Peau de Maître Koalak,[object Object]
8053,1.901,Peau de Chevaucheur Koalak,Peau de Chevaucheur Koalak,[object Object]
8054,1.262,Peau de Drakoalak,Peau de Drakoalak,[object Object]
8055,1.297,Os de Mama Koalak,Os de Mama Koalak,[object Object]
8056,11.667,Fémur de Koalak Farouche,Fémur de Koalak Farouche,[object Object]
8057,1.778,Tibia de Koalak Fossoyeur,Tibia de Koalak Fossoyeur,[object Object]
8058,2.038,Cubitus de Momie Koalak,Cubitus de Momie Koalak,[object Object]
8059,0.969,Poils de Koalak Griotte,Poils de Koalak Griotte,[object Object]
8060,0.969,Poils de Koalak Coco,Poils de Koalak Coco,[object Object]
8061,0.969,Poils de Koalak Reinette,Poils de Koalak Reinette,[object Object]
8062,0.969,Poils de Koalak Indigo,Poils de Koalak Indigo,[object Object]
8064,11.099,Boomerang du Koalak Sanguin,Boomerang du Koalak Sanguin,[object Object]
8065,3.354,Poils de barbe de dragodinde,Poils de Barbe de Dragodinde,[object Object]
8066,12.259,Poils de Barbe du Warko Violet,Poils de Barbe du Warko Violet,[object Object]
8073,30.945,Clef du Repaire de Skeunk,Clef du Repaire de Skeunk,[object Object]
8075,4.318,Boomerang du Dok Alako,Boomerang du Dok Alako,[object Object]
8076,12.878,Boomerang du Maître Koalak,Boomerang du Maître Koalak,[object Object]
8077,0.823,Boomerang du Warko Marron,Boomerang du Warko Marron,[object Object]
8082,12.878,Étoffe du Fauchalak,Étoffe du Fauchalak,[object Object]
8083,0.969,Os de Pékeualak,Os de Pékeualak,[object Object]
8084,0.969,Peau de Piralak,Peau de Piralak,[object Object]
8085,0.969,Poils de Koalak Forestier,Poils de Koalak Forestier,[object Object]
8086,7.627,Coiffe déchiquetée de Drakoalak,Coiffe déchiquetée de Drakoalak,[object Object]
8102,2.621,Pierre du Craqueleur Légendaire,Pierre du Craqueleur Légendaire,[object Object]
8135,4.312,Clef du Donjon des Bworks,Clef du Donjon des Bworks,[object Object]
8137,5.694,Viscères du Scarabosse Doré,Viscères du Scarabosse Doré,[object Object]
8139,3.817,Clef du Donjon des Scarafeuilles,Clef du Donjon des Scarafeuilles,[object Object]
8141,0.221,Ailes du Scarafeuille Noir,Ailes du Scarafeuille Noir,[object Object]
8142,19.245,Clef Secrète du Tofulailler Royal,Clef Secrète du Tofulailler Royal,[object Object]
8143,1.406,Clef des Champs,Clef des Champs,[object Object]
8156,21.131,Clef de la Tanière du Meulou,Clef de la Tanière du Meulou,[object Object]
8157,0.692,Pétale Magique du Tournesol Affamé,Pétale Magique du Tournesol Affamé,[object Object]
8158,0.239,Plume Graisseuse du Tofu Ventripotent,Plume Graisseuse du Tofu Ventripotent,[object Object]
8161,0.946,Ailes du Scarabosse Doré,Ailes du Scarabosse Doré,[object Object]
8249,1.47,Plume de Buveur,Plume de Buveur,[object Object]
8250,1.497,Poil de Renarbo,Poil de Renarbo,[object Object]
8252,1.47,Plume de Corbac Apprivoisé,Plume de Corbac Apprivoisé,[object Object]
8307,59.35,Clef de la salle du Minotot,Clef de la salle du Minotot,[object Object]
8308,1.467,Carapace de Scaratos,Carapace de Scaratos,[object Object]
8309,1.984,Plume du Serpiplume,Plume du Serpiplume,[object Object]
8311,1.764,Poil de Gamino,Poil de Gamino,[object Object]
8312,1.664,Peau de Minoskito,Peau de Minoskito,[object Object]
8314,1.054,Peau de Kraméléhon,Peau de Kraméléhon,[object Object]
8315,1.664,Peau de Mandrine,Peau de Mandrine,[object Object]
8320,27.41,Clef de l'antre du Dragon Cochon,Clef de l'antre du Dragon Cochon,[object Object]
8321,1.34,Poil de Capsaaloocke,Poil de Capsaaloocke,[object Object]
8322,2.251,Poil de Troolléolé,Poil de Troolléolé,[object Object]
8323,1.483,Cuir de Déminoboule,Cuir de Déminoboule,[object Object]
8324,8.056,Cuir de Capsaaloocke,Cuir de Capsaaloocke,[object Object]
8326,1.483,Bandelette du Mominotor,Bandelette du Mominotor,[object Object]
8327,8.856,Corne de Déminoboule,Corne de Déminoboule,[object Object]
8328,8.856,Corne de Mominotor,Corne de Mominotor,[object Object]
8329,183.117,Clef de la mine de Sakaï,Clef de la mine de Sakaï,[object Object]
8342,30.664,Clef de l'Antre de Crocabulia,Clef de l'Antre de Crocabulia,[object Object]
8343,10.839,Clef de l'Épreuve de Draegnerys,Clef de l'Épreuve de Draegnerys,[object Object]
8344,3,Akaslip d'Akakwa,Akaslip d'Akakwa,[object Object]
8345,8.043,Corne de Dragoss Protéiforme,Corne de Dragoss Protéiforme,[object Object]
8346,8.043,Corne de Dragoss Calcaire,Corne de Dragoss Calcaire,[object Object]
8347,3.722,Lame brisée de Lichangoro,Lame brisée de Lichangoro,[object Object]
8348,8.043,Coquille de Dragoss Charbon,Coquille de Dragoss Charbon,[object Object]
8349,8.043,Coquille de Dragoss Ardoise,Coquille de Dragoss Ardoise,[object Object]
8350,1.349,Coquille de Dragoss Protéiforme,Coquille de Dragoss Protéiforme,[object Object]
8351,8.043,Coquille de Dragoss Argile,Coquille de Dragoss Argile,[object Object]
8352,1.349,Écaille de Dragoss Charbon,Écaille de Dragoss Charbon,[object Object]
8353,1.349,Écaille de Dragoss Ardoise,Écaille de Dragoss Ardoise,[object Object]
8354,1.349,Écaille de Dragoss Calcaire,Écaille de Dragoss Calcaire,[object Object]
8355,1.349,Écaille de Dragoss Argile,Écaille de Dragoss Argile,[object Object]
8356,1.832,Peau de Dragueuse,Peau de Dragueuse,[object Object]
8357,26.476,Corne de Gliglibido,Corne de Gliglibido,[object Object]
8358,10.605,Croc de Dragoeuf Protecteur,Croc de Dragoeuf Protecteur,[object Object]
8359,10.913,Aile de Draguaindrop,Aile de Draguaindrop,[object Object]
8360,1.832,Peau de Draguaindrop,Peau de Draguaindrop,[object Object]
8361,1.832,Corne de Dragacé,Corne de Dragacé,[object Object]
8362,1.832,Peau de Dragnarok,Peau de Dragnarok,[object Object]
8363,1.637,Corne de Dragmatique,Corne de Dragmatique,[object Object]
8364,27,Lanière en cuir de Gliglitch,Lanière en cuir de Gliglitch,[object Object]
8365,48.884,Corne brisée de Crocabulia,Corne brisée de Crocabulia,[object Object]
8367,8.187,Peau de Crocabulia,Peau de Crocabulia,[object Object]
8381,18.611,Queue Magique de Founoroshi,Queue Magique de Founoroshi,[object Object]
8383,5.469,Peau de Moon,Peau de Moon,[object Object]
8384,32.731,Étoffe Magique de Moon,Étoffe Magique de Moon,[object Object]
8385,1.563,Peau de Shin Larve,Peau de Shin Larve,[object Object]
8386,9.328,Dent de Shin Larve,Dent de Shin Larve,[object Object]
8387,48.884,Plume Vibrante du Tofu Royal,Plume Vibrante du Tofu Royal,[object Object]
8388,1.389,Peau de Bworkette,Peau de Bworkette,[object Object]
8389,8.315,Poil de Bworkette,Poil de Bworkette,[object Object]
8390,1.708,Peau de Cochon de Farle,Peau de Cochon de Farle,[object Object]
8391,2.333,Peau de Don Dorgan,Peau de Don Dorgan,[object Object]
8392,2.154,Peau de Don Duss Ang,Peau de Don Duss Ang,[object Object]
8393,43.75,Poil de Dragon Cochon,Poil de Dragon Cochon,[object Object]
8394,15.661,Méga Pierre du Craqueleur Légendaire,Méga Pierre du Craqueleur Légendaire,[object Object]
8396,8.043,Mojo de Mergranlou,Mojo de Mergranlou,[object Object]
8397,2.228,Poil du Wa Wabbit,Poil du Wa Wabbit,[object Object]
8398,13.416,Étoffe du Wa Wabbit,Étoffe du Wa Wabbit,[object Object]
8399,14.42,Koinkoin de bain de Nagate,Koinkoin de bain de Nagate,[object Object]
8400,18.611,Piques à cheveux de Shihan,Piques à cheveux de Shihan,[object Object]
8401,18.611,Écharpe de Hanshi,Écharpe de Hanshi,[object Object]
8402,32.731,Pierre du Koulosse,Pierre du Koulosse,[object Object]
8403,5.469,Tresse du Koulosse,Tresse du Koulosse,[object Object]
8404,71.088,Peau de Skeunk,Peau de Skeunk,[object Object]
8405,12.016,Poil de Skeunk,Poil de Skeunk,[object Object]
8408,179.258,Sabot du Minotot,Sabot du Minotot,[object Object]
8436,54.342,Clef de la Clairière du Chêne Mou,Clef de la Clairière du Chêne Mou,[object Object]
8437,1.78,Clef du Château Ensablé,Clef du Château Ensablé,[object Object]
8438,30.394,Clef de la Sousouricière du Rat Noir,Clef de la Sousouricière du Rat Noir,[object Object]
8439,25.087,Clef du Garde-manger du Rat Blanc,Clef du Garde-manger du Rat Blanc,[object Object]
8476,5.75,Première clef du Donjon de Sphincter,Première clef du Donjon de Sphincter,[object Object]
8477,5.75,Deuxième clef du Donjon de Sphincter,Deuxième clef du Donjon de Sphincter,[object Object]
8481,0.446,Poil de Rat d'Égoutant,Poil de Rat d'Égoutant,[object Object]
8482,2.646,Peau de Rat,Peau de Rat,[object Object]
8483,0.371,Peau de Ramane d'Égoutant,Peau de Ramane d'Égoutant,[object Object]
8484,1.064,Duvet de Tofoune,Duvet de Tofoune,[object Object]
8485,10.678,Crinière de Rat Noir,Crinière de Rat Noir,[object Object]
8486,7.326,Crinière de Rat Blanc,Crinière de Rat Blanc,[object Object]
8487,142.327,Étoffe de Sphincter Cell,Étoffe de Sphincter Cell,[object Object]
8490,23.958,Fémur de Sphincter Cell,Fémur de Sphincter Cell,[object Object]
8495,26.156,Bourgeon d'Abraknyde Ancestral,Bourgeon d'Abraknyde Ancestral,[object Object]
8496,4.343,Racine d'Abraknyde Ancestral,Racine d'Abraknyde Ancestral,[object Object]
8515,0.915,Os de Trooll,Os de Trooll,[object Object]
8516,0.079,Cœur de Bworkcelhaine,Cur de Bworkcelhaine,[object Object]
8517,0.07,Moumoule,Moumoule,[object Object]
8520,0.384,Gratrooll Industriel,Gratrooll Industriel,[object Object]
8545,0.525,Clef de la Crypte de Kardorim,Clef de la Crypte de Kardorim,[object Object]
8557,1.029,Plume de Batofu,Plume de Batofu,[object Object]
8570,8.962,Poil de Rat Bontarien,Poil de Rat Bontarien,[object Object]
8571,11.049,Poil de Rat Brâkmarien,Poil de Rat Brâkmarien,[object Object]
8671,2,Relique du Corailleur Magistral,Relique du Corailleur Magistral,[object Object]
8672,3,Relique de Gourlo le Terrible,Relique de Gourlo le Terrible,[object Object]
8673,6,Relique du Rasboul Majeur,Relique du Rasboul Majeur,[object Object]
8674,10,Relique du Tynril,Relique du Tynril,[object Object]
8675,13,Relique du Kimbo,Relique du Kimbo,[object Object]
8680,0.507,Écaille poisseuse,Écaille poisseuse,[object Object]
8681,1.627,Peau de Raul Mops,Peau de Raul Mops,[object Object]
8682,0.391,Peau de Mob l'Éponge,Peau de Mob l'Éponge,[object Object]
8729,1.515,Corail usé,Corail usé,[object Object]
8730,0.254,Coccyx du Corailleur,Coccyx du Corailleur,[object Object]
8731,9.328,Corail Magistral,Corail Magistral,[object Object]
8732,0.236,Corail Kouraçao,Corail Kouraçao,[object Object]
8733,0.236,Corail Malibout,Corail Malibout,[object Object]
8734,0.236,Corail Passaoh,Corail Passaoh,[object Object]
8735,0.236,Corail Morito,Corail Morito,[object Object]
8736,9.531,Cœur de pierre poli,Cur de pierre poli,[object Object]
8737,8.819,Boule polie,Boule polie,[object Object]
8738,1.563,Sacrum magistral,Sacrum magistral,[object Object]
8739,3.069,Humérus du Sparo,Humérus du Sparo,[object Object]
8740,0.494,Chicot du Flib,Chicot du Flib,[object Object]
8741,9.289,Bec du Kido,Bec du Kido,[object Object]
8744,1.398,Pince de Crustorail,Pince de Crustorail,[object Object]
8745,1.454,Pétale Kouraçao,Pétale Kouraçao,[object Object]
8746,1.454,Pétale Malibout,Pétale Malibout,[object Object]
8747,1.454,Pétale Passaoh,Pétale Passaoh,[object Object]
8748,1.454,Pétale Morito,Pétale Morito,[object Object]
8749,0.245,Bulbe Kouraçao,Bulbe Kouraçao,[object Object]
8750,0.245,Bulbe Malibout,Bulbe Malibout,[object Object]
8751,0.245,Bulbe Passaoh,Bulbe Passaoh,[object Object]
8752,0.245,Bulbe Morito,Bulbe Morito,[object Object]
8753,9.052,Crinière fleurie,Crinière fleurie,[object Object]
8754,3.174,Barbe inexistante du Barbroussa,Barbe inexistante du Barbroussa,[object Object]
8755,2.967,Touffe rousse du Flib,Touffe rousse du Flib,[object Object]
8756,1.664,Duvet du Kilibriss,Duvet du Kilibriss,[object Object]
8757,0.534,Maillot de corps de Barbroussa,Maillot de corps de Barbroussa,[object Object]
8758,3.14,Morceau de caleçon de Gourlo,Morceau de caleçon de Gourlo,[object Object]
8759,0.054,Coffret maudit du Flib,Coffret maudit du Flib,[object Object]
8760,0.508,Foulard du Sparo,Foulard du Sparo,[object Object]
8762,1.604,Fragment de cerveau poli,Fragment de cerveau poli,[object Object]
8763,1.5,Moustache du Mufafah,Moustache du Mufafah,[object Object]
8765,10.032,Bâton du Kilibriss,Bâton du Kilibriss,[object Object]
8766,1.529,Plume de fesse du Kido,Plume de fesse du Kido,[object Object]
